Описание,Цена,Площадь,Количество комнат,x,y,Адрес,Район,Категория на сайте,Владелец,Категория владельца,Дата обьявления,Срок аренды 
"1-комнатная квартира, 38 м², 8/8 этаж помесячно",400000,38,1,76.895007,43.208856,Розыбакиева 310А,Bostandykskiy_r-n,Аренда квартир,"Мальцев Дмитрий, компания «Этажи - Алматы»",Специалист,2022-12-03,Помесячно
"1-комнатная квартира, 40 м², 7/12 этаж помесячно",400000,40,1,76.875535601705,43.231050600665,Сатпаева 90/20,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 145 м², 3/16 этаж помесячно",950000,145,3,76.86882952752,43.198250557179,"мкр Казахфильм, Аскарова 8",Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 65 м², 4/9 этаж помесячно",280000,65,2,76.830741,43.237892,мкр Аксай-2 — Толе би,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 20 м², 5/5 этаж помесячно",200000,20,1,76.859514,43.237373,Утеген батыра 79 а,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 50 м² помесячно",700000,50,1,76.895582,43.207857,Радостовца,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 44 м², 4/9 этаж помесячно",250000,44,1,76.874381,43.197907,мкр Орбита-3 27,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 52 м², 3/8 этаж помесячно",250000,52,2,76.910377,43.321475,Бокейханова 510б — ЖК Dragon City,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 59.9 м², 2/5 этаж помесячно",400000,59.9,3,76.894989,43.222712,"мкр Алмагуль, Радостовца 170 — Басенова",Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 35 м², 5/5 этаж помесячно",275000,35,1,76.953687,43.230281,"мкр Самал-2, Мкр. Самал-2 — Аль-Фараби",Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 37 м², 2/5 этаж помесячно",250000,37,1,76.90072,43.248945,Карасай батыра — Ауэзова,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 40 м², 4/5 этаж помесячно",300000,40,1,76.951008,43.245871,Кунаева — Кунаева-Шевченко,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 90 м², 14/22 этаж помесячно",600000,90,2,76.959837380346,43.233972373552,Достык 160,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 35 м², 4/5 этаж помесячно",140000,35,1,76.941781906525,43.339237763641,Пугачева — Кунгурская,Turksibskiy_r-n,Аренда квартир,Ескаринова Томирис,Специалист,2022-12-03,Помесячно
"3-комнатная квартира, 93 м², 9/9 этаж помесячно",500000,93,3,76.921435,43.304269,мкр Кулагер — Серикова,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 36 м², 2/12 этаж помесячно",300000,36,1,76.820182800293,43.26343819883,"мкр Акбулак, 1-я улица 43",Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 56 м², 11/12 этаж помесячно",300000,56,2,77.03106880188,43.323434556235,Алатауская трасса — Рахимжан Кошкарбаев,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 60 м², 2/4 этаж помесячно",370000,60,3,76.866557,43.231094,мкр №5 31 — Метро «Москва»,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 45 м², 5/6 этаж помесячно",150000,45,1,76.920187,43.358186,мкр Кокжиек,Zhetysuskiy_r-n,Аренда квартир,Тұрғанбек Ләйлі,Специалист,2022-12-03,Помесячно
"3-комнатная квартира, 60 м², 4/4 этаж помесячно",320000,60,3,76.903729,43.238089,Ауезова 111 — Ауезова,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 40 м², 5/5 этаж помесячно",180000,40,1,76.863215,43.219506,мкр №12 5 — Шаляпина,Auezovskiy_r-n,Аренда квартир,Ердибаева Г.М.,Компания,2022-12-03,Помесячно
"2-комнатная квартира, 56 м², 2/5 этаж помесячно",300000,56,2,76.88358,43.253482,Аносова 45 — Толе би,Almalinskiy_r-n,Аренда квартир,Бекетаева Женис,Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 55 м², 6/9 этаж помесячно",270000,55,2,76.899751875098,43.265765990798,Райымбека 241 — Ауэзова,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 80 м², 16/19 этаж помесячно",1000000,80,3,76.875931342729,43.24331255684,Брусиловского 167 — Брусиловского-Есенжанова,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 170 м², 1/3 этаж помесячно",2000000,170,3,76.904316832442,43.147313103969,Улытау 180/8,Bostandykskiy_r-n,Аренда квартир,"Нурланбаева Ардак, компания «Baitemir Company»",Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 58 м², 3/5 этаж помесячно",210000,58,2,76.991944,43.362381,мкр Жулдыз-1 26 а — Жулдыз-1,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 98 м², 3/6 этаж помесячно",550000,98,2,76.945551435492,43.209864822166,Жамакаева 258/5-12,Medeuskiy_r-n,Аренда квартир,Андреев Игорь,Специалист,2022-12-03,Помесячно
"4-комнатная квартира, 180 м², 3/4 этаж помесячно",1500000,180,4,76.877414238697,43.18659617108,Мирас 53–64,Bostandykskiy_r-n,Аренда квартир,"Тогасбай Манас, компания «Magic Home»",Специалист,2022-12-03,Помесячно
"1-комнатная квартира, 20 м², 2/2 этаж помесячно",190000,20,1,76.815147,43.337705,мкр Мадениет 4 — Әуелбек Қоңыратбаев,Alatauskiy_r-n,Аренда квартир,IC Realty,Компания,2022-12-03,Помесячно
"4-комнатная квартира, 180 м², 3/4 этаж помесячно",1500000,180,4,76.877414238697,43.18659617108,Мирас 53–64,Bostandykskiy_r-n,Аренда квартир,"Тогасбай Манас, компания «Magic Home»",Специалист,2022-12-03,Помесячно
"1-комнатная квартира, 54 м², 9/10 этаж помесячно",350000,54,1,76.858661,43.2325,мкр №2 40,Auezovskiy_r-n,Аренда квартир,"Ким Виктория, компания «BUGACHIEV.com»",Специалист,2022-12-03,Помесячно
"5-комнатная квартира, 250 м², 9/10 этаж помесячно",2900000,250,5,76.899199721319,43.210072608673,Гагарина 244,Bostandykskiy_r-n,Аренда квартир,"Malika Abdulrasit, компания «1/99»",Специалист,2022-12-08,Помесячно
"2-комнатная квартира, 65 м², 7/10 этаж помесячно",300000,65,2,76.814572,43.244453,мкр Аккент 30,Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 33 м², 2/5 этаж помесячно",300000,33,1,76.861131,43.248623,мкр Тастак-1 2,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 30 м², 1/5 этаж помесячно",330000,30,1,76.951565,43.264223,Макатаева 46 — Уалиханова,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"5-комнатная квартира, 350 м², 4/5 этаж помесячно",1500000,350,5,76.909776997037,43.214622631397,Ходжанова 10,Bostandykskiy_r-n,Аренда квартир,Назаров Тайыр,Специалист,2022-12-03,Помесячно
"1-комнатная квартира, 43 м², 6/9 этаж помесячно",270000,43,1,76.841061225109,43.221014118758,мкр Жетысу-3 10,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 54 м², 1/3 этаж помесячно",600000,54,2,76.930125358754,43.199137090066,Переулок 5 1,Bostandykskiy_r-n,Аренда квартир,Андреев Игорь,Специалист,2022-12-03,Помесячно
"1-комнатная квартира, 35 м², 2/4 этаж помесячно",250000,35,1,76.899058,43.23447,Жарокова 163 — Угол Сатпаева,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 60 м², 5/5 этаж помесячно",350000,60,2,76.838045,43.217522,мкр Жетысу-4 15,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 67 м², 4/9 этаж помесячно",350000,67,2,76.903389,43.237101,Мынбаева 38 111,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 115 м², 4/10 этаж помесячно",550000,115,3,76.872024536133,43.16886654469,Кенесары хана,Nauryzbayskiy_r-n,Аренда квартир,"Джапаркулова Айнур, компания «риэлторская группа КВАДРАТ»",Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 43 м², 1/4 этаж помесячно",250000,43,2,76.850846,43.233932,мкр №1 68,Auezovskiy_r-n,Аренда квартир,Ахметов Нуржан,Специалист,2022-12-03,Помесячно
"3-комнатная квартира, 65 м², 4/5 этаж помесячно",360000,65,3,76.882134,43.235206,Сатпаева 111 А,Bostandykskiy_r-n,Аренда квартир,Рахметулла Арслан,Специалист,2022-12-03,Помесячно
"3-комнатная квартира, 100 м², 6/33 этаж помесячно",1100000,100,3,76.947028,43.231055,проспект Аль-Фараби 9блок5Г,Medeuskiy_r-n,Аренда квартир,Андреев Игорь,Специалист,2022-12-03,Помесячно
"1-комнатная квартира, 33 м², 5/5 этаж помесячно",170000,33,1,76.916539,43.317494,мкр Айнабулак-2 81,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 57 м², 4/16 этаж помесячно",500000,57,1,76.886149,43.236263,Мынбаева — Айманова,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 56.6 м², 5/9 этаж помесячно",230000,56.6,2,76.81326,43.261715,мкр Нуркент (Алгабас-1),Alatauskiy_r-n,Аренда квартир,"Имашова Меруерт, компания «риэлторская группа КВАДРАТ»",Специалист,2022-12-03,Помесячно
"1-комнатная квартира, 46 м², 8/9 этаж помесячно",210000,46,1,76.810090851075,43.241340485664,"мкр Аккент, Мкр. Аккент — Яссауи райымбека",Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 45 м², 1/5 этаж помесячно",250000,45,2,76.854565,43.21877,"мкр №6, Саина 21 — проспект Абая",Auezovskiy_r-n,Аренда квартир,Ердибаева Г.М.,Компания,2022-12-03,Помесячно
"3-комнатная квартира, 147 м², 7/18 этаж помесячно",550000,147,3,76.917302239235,43.243377062782,Курмангазы 145 — Театр Ауэзова,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 60 м², 2/4 этаж помесячно",400000,60,2,76.934964,43.262483,Наурызбай батыра 21 — Жибек жолы,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 40 м², 4 этаж помесячно",180000,40,1,76.988665,43.376392,"мкр 13-й военный городок, Межинского 59/10 59/10",Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 64 м², 11/16 этаж помесячно",180000,64,1,76.795878,43.220754,"мкр Шугыла, Жуалы 19",Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 33 м², 3/5 этаж помесячно",230000,33,1,76.918641,43.249378,Муратбаева — Карасай батыра,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 61 м², 2/5 этаж помесячно",400000,61,2,76.958284,43.265543,Жангельдина 1 — Макатаева-Жангельдина,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 80 м², 3/5 этаж помесячно",600000,80,3,76.840443,43.302839,мкр Саялы,Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 17 м², 3/3 этаж помесячно",200000,17,1,76.949624,43.333378,Спартака 18а — Акан серы,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 65 м², 6/10 этаж помесячно",400000,65,2,76.853136,43.212305,мкр Мамыр-3 2,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 165 м², 8/13 этаж помесячно",1100000,165,3,76.912064552307,43.208026257792,Ходжанова 81,Bostandykskiy_r-n,Аренда квартир,City Realt,Компания,2022-12-03,Помесячно
"1-комнатная квартира, 42 м², 4/13 этаж помесячно",360000,42,1,76.856329975583,43.240733351626,Утеген батыра 17б,Auezovskiy_r-n,Аренда квартир,City Realt,Компания,2022-12-03,Помесячно
"2-комнатная квартира, 55 м², 2/10 этаж помесячно",600000,55,2,76.899199721319,43.210072608673,Гагарина 244,Bostandykskiy_r-n,Аренда квартир,City Realt,Компания,2022-12-03,Помесячно
"1-комнатная квартира, 28 м², 1/2 этаж помесячно",190000,28,1,76.898052,43.214664,Гагарина 234 — Байкадамова,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 36 м², 1/5 этаж помесячно",160000,36,1,76.951178,43.356554,Спасская 66 — Бекмаханова,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 52 м², 2/5 этаж помесячно",500000,52,2,76.950433,43.229879,"мкр Самал-2, проспект Назарбаева",Medeuskiy_r-n,Аренда квартир,"Когай Андрей, компания «Этажи - Алматы»",Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 52 м², 5/5 этаж помесячно",250000,52,2,76.833733,43.236467,мкр Аксай-2 40,Auezovskiy_r-n,Аренда квартир,"Шепелева Лариса, компания «ТОО Витрина Алматы»",Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 64 м², 2/9 этаж помесячно",300000,64,2,76.881739,43.254093,мкр Тастак-3 51 — Толе би Розабакиева,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 21 м², 4/9 этаж помесячно",220000,21,1,76.923429,43.255445,Казыбек би 125,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 56 м², 3/5 этаж помесячно",400000,56,2,76.921148,43.22733,мкр Коктем-2 2 — Хамита ергали,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 44.7 м², 4/5 этаж помесячно",400000,44.7,2,76.890084,43.249385,Богенбай батыра 295 295,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 63 м², 6/6 этаж помесячно",200000,63,2,76.923762,43.355171,мкр Кокжиек,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 58 м², 2/12 этаж помесячно",450000,58,2,76.9547,43.234891,мкр Самал-1,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 48 м², 4/5 этаж помесячно",450000,48,2,76.890084,43.249385,Богенбай батыра 295 — Розыбакиева,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 33 м², 3/3 этаж помесячно",180000,33,1,76.929304,43.271674,Вольная 16 — проспект Сакена Сейфуллина,Zhetysuskiy_r-n,Аренда квартир,Ердибаева Г.М.,Компания,2022-12-03,Помесячно
"3-комнатная квартира, 89 м², 3/5 этаж помесячно",400000,89,3,76.772719274676,43.215784320032,Жунисова 10 к1 — Возле мечети,Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 50 м², 2/6 этаж помесячно",150000,50,1,76.925819,43.355217,мкр Кокжиек 48,Zhetysuskiy_r-n,Аренда квартир,Ердибаева Г.М.,Компания,2022-12-03,Помесячно
"2-комнатная квартира, 80 м², 2/5 этаж помесячно",600000,80,2,76.950047,43.24639,Тулебаева — Шевченко,Medeuskiy_r-n,Аренда квартир,Джунусова Анара,Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 55 м² помесячно",350000,55,2,76.852302446655,43.246970041536,Толе би 285 — Отеген батыра,,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 125 м², 8/22 этаж помесячно",1800000,125,3,76.929185231929,43.220098082711,Аль-Фараби 77/3,Bostandykskiy_r-n,Аренда квартир,"Тогасбай Манас, компания «Magic Home»",Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 45 м², 1/5 этаж помесячно",250000,45,2,76.897315,43.246515,Жарокова 37/2 — Кабанбай Батыра,Almalinskiy_r-n,Аренда квартир,Ердибаева Г.М.,Компания,2022-12-03,Помесячно
"2-комнатная квартира, 60 м², 6/12 этаж помесячно",1500000,60,2,76.910754235611,43.20829885608,Ходжанова 77/1,,Аренда квартир,"Есенгалиева Сымбат, компания «Агентство Недвижимости  Алма-Ата»",Специалист,2022-12-03,Помесячно
"1-комнатная квартира, 35 м², 5/5 этаж помесячно",210000,35,1,76.860422,43.248281,мкр Тастак-1,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 112 м² помесячно",700000,112,2,76.931766,43.240585,Масанчи 98а — проспект Абая,Almalinskiy_r-n,Аренда квартир,"Кунанбаева Марина, компания «Центр недвижимости Альфа»",Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 55 м², 4/5 этаж помесячно",250000,55,2,76.877391,43.255714,"мкр Тастак-3, Туркебаева 55 — Дуйсенова",Almalinskiy_r-n,Аренда квартир,Ердибаева Г.М.,Компания,2022-12-03,Помесячно
"2-комнатная квартира, 48 м², 2/3 этаж помесячно",250000,48,2,76.924175,43.353283,Гелогова 4 — Камаз центр,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 43 м², 4/5 этаж помесячно",300000,43,2,76.878289,43.197027,мкр Орбита-4,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"4-комнатная квартира, 200 м², 5/22 этаж помесячно",1900000,200,4,76.946977855987,43.230161988832,Аль-Фараби 7 — Козыбаева,Bostandykskiy_r-n,Аренда квартир,"Альпиев Магыжан, компания «КрышAlmaty»",Специалист,2022-12-03,Помесячно
"4-комнатная квартира, 120 м², 14/15 этаж помесячно",1000000,120,4,76.884845495224,43.206632334711,Навои 208 — Торайгырова,Bostandykskiy_r-n,Аренда квартир,"Кулбаева Балжан, компания «Авангард»",Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 46 м², 2/4 этаж помесячно",280000,46,2,76.870707,43.229912,мкр №8 16 — проспект Абая,Auezovskiy_r-n,Аренда квартир,Ердибаева Г.М.,Компания,2022-12-03,Помесячно
"3-комнатная квартира, 70 м², 3/5 этаж помесячно",400000,70,3,76.902705,43.242246,Курмангазы — Абая-Ауэзова,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 38 м², 9/15 этаж помесячно",400000,38,1,76.908904,43.237459,Манаса 109/6 — Абая,Almalinskiy_r-n,Аренда квартир,Comfort realty,Компания,2022-12-03,Помесячно
"1-комнатная квартира, 30 м², 2/4 этаж помесячно",230000,30,1,76.912749,43.246863,Байзакова — Кабанбай батыра,Almalinskiy_r-n,Аренда квартир,Садвакасова Айгуль,Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 57 м², 1 этаж помесячно",200000,57,2,76.987032946553,43.368550708071,"мкр 13-й военный городок, Мкр 13-й военный городок — Суюнбая",Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 25 м², 2/4 этаж помесячно",150000,25,1,76.868758,43.233137,мкр Сайран 1 — Абая,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 33 м², 3/4 этаж помесячно",220000,33,1,76.9092,43.254907,Шафика Чокина 129 — Толе би Байзакова,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 62 м², 4/4 этаж помесячно",250000,62,3,76.985791,43.344846,мкр Алтай-1 — Лавренева,Turksibskiy_r-n,Аренда квартир,локтева светлана,Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 49.3 м², 2/3 этаж помесячно",250000,49.3,2,76.954305,43.332978,Ақан сері,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 46 м², 6/8 этаж помесячно",500000,46,2,76.894977969461,43.208962344822,Розыбакиева,Bostandykskiy_r-n,Аренда квартир,Адилова Алия,Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 43 м², 2/4 этаж помесячно",250000,43,2,76.856289,43.222988,мкр №3 — Абая,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 74.3 м², 3/7 этаж помесячно",300000,74.3,2,76.830168863915,43.243371498701,"мкр Аксай-1, Райымбека 524 — Момышулы - Райымбека",Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 28 м², 2/5 этаж помесячно",150000,28,1,76.864491,43.206069,5/2 дом 21,Nauryzbayskiy_r-n,Аренда квартир,"Жезтаева Маржан, компания «РЕГИОН 02»",Специалист,2022-12-03,Помесячно
"1-комнатная квартира, 45 м², 1/4 этаж помесячно",380000,45,1,76.93164,43.226759,Бальзака 2,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 40 м², 1/9 этаж помесячно",200000,40,1,76.976295,43.313328,мкр Жас Канат,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 105 м², 3/12 этаж помесячно",1500000,105,3,76.937295439088,43.243210329787,Наурызбай батыра 111 — Курмангазы,Bostandykskiy_r-n,Аренда квартир,"Мальцев Дмитрий, компания «Этажи - Алматы»",Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 72 м², 2/10 этаж помесячно",300000,72,2,76.790308,43.210998,Мкр. Шугыла — Абая,Nauryzbayskiy_r-n,Аренда квартир,"Муратова Асель, компания «Apartamenty Almaty»",Специалист,2022-12-03,Помесячно
"3-комнатная квартира, 80 м², 5/9 этаж помесячно",270000,80,3,76.832152,43.229518,"мкр Аксай-5 1 — Б.Момышулы,уг.ул Жубанова",Auezovskiy_r-n,Аренда квартир,Алимжанова Гузеля,Специалист,2022-12-03,Помесячно
"3-комнатная квартира, 160 м², 2/7 этаж помесячно",1500000,160,3,76.95345170272,43.222888542535,"мкр Самал, Фурманова 301 — Кажымукана",Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 94 м², 2/3 этаж помесячно",800000,94,3,77.01359869304,43.325422669398,"мкр Кайрат, Мкр. Кайрат, 152/1",Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 70 м² помесячно",500000,70,2,77.004712196088,43.288356362964,мкр Думан-2,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 135 м² помесячно",1700000,135,3,76.929185231929,43.220098082711,Аль-Фараби 77/3 — Весновка,,Аренда квартир,Метражи,Компания,2022-12-03,Помесячно
"1-комнатная квартира, 40 м², 5/5 этаж помесячно",350000,40,1,76.858185,43.205406,Сауранбаева 14/3,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 45 м², 2/8 этаж помесячно",850000,45,1,76.895007,43.208856,Розыбакиева 310 А,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 90 м², 8/18 этаж помесячно",800000,90,3,76.884845495224,43.206632334711,Навои 208 — Торайгырова,Bostandykskiy_r-n,Аренда квартир,"Мухамеджанова Айдана, компания «Агентство Недвижимости  Алма-Ата»",Специалист,2022-12-08,Помесячно
"2-комнатная квартира, 50 м², 5/5 этаж помесячно",345000,50,2,76.947022385695,43.242777272427,проспект Абая 35/37 — проспект Назарбаева,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 28 м², 1/9 этаж помесячно",170000,28,1,76.786434091249,43.221572460565,"мкр Шугыла, Жунисова 10 к1",Nauryzbayskiy_r-n,Аренда квартир,Gigapolis,Компания,2022-12-03,Помесячно
"3-комнатная квартира, 65 м², 3/4 этаж помесячно",700000,65,3,76.916477,43.228026,Байзакова 314,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 27 м², 2/4 этаж помесячно",160000,27,1,76.839491,43.241971,Саина — Толе би,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"1-комнатная квартира, 15 м², 2/2 этаж помесячно",60000,15,1,76.941629,43.341994,Осипенко 34,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"2-комнатная квартира, 90 м², 11/12 этаж помесячно",250000,90,2,76.865569,43.248446,Толи би 273,Almalinskiy_r-n,Аренда квартир,Izmanbetova Elmira,Специалист,2022-12-03,Помесячно
"2-комнатная квартира, 56 м², 3/5 этаж помесячно",200000,56,2,76.914374,43.295379,Ратушного,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
"3-комнатная квартира, 98 м², 9/13 этаж помесячно",700000,98,3,76.918246,43.26591,Муратбаева 14/7,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-03,Помесячно
